# cam_id width height fx fy cx cy k1 k2 p1 p2 cam_name qvecw qvecx qvecy qvecz tvecx tvecy tvecz
25 1280 720 1080.6411822158295 1083.0006840667577 639.6058431619913 315.47606605475386 -0.415080051725085 0.16467015894289228 -0.0020247384762869676 0.004198446993855873 cam24 0.976781355385293 -0.05232746987337609 0.19846472042256105 0.06141477359655118 0.2515646434657256 0.09247613657949313 2.875295569898852
26 1280 720 1036.6171822230683 1039.4186106670304 588.848543282804 370.3415260266279 -0.4096356376205913 0.16152530121141817 0.0006383010222028838 0.0019091034430660815 cam25 0.8482691903292104 0.024498364950590504 0.5236969316492412 0.07470431469562724 0.298556119937039 -0.19063049099648105 2.102696543554147
27 1280 720 1087.614018058572 1092.3132298043743 685.7879666542624 330.9824335712592 -0.3444630096212198 0.008881349464068839 -0.003824059422093318 0.0005046882706950795 cam26 0.5506303647285343 0.05116345236554979 0.797758963675412 0.2403521134845548 -0.4257880139252609 0.7459166494274019 3.8746535250992795
28 1280 720 1078.2441585324998 1075.5582318419517 638.390661690369 316.96072474053585 -0.41455577592943094 0.17202840442877537 -0.0006288661512961595 0.0006980146307357042 cam27 0.24523782577411776 0.07434514954774495 0.9051749437109825 0.3391010599012141 -0.002426746209142818 0.16506411135982016 3.6237227571295634
29 1280 720 1058.5442880751405 1056.6258230986807 670.4163061724989 402.7190231077105 -0.4183189479824686 0.18914042892024896 -0.0069259283155702275 0.0012312567476029117 cam28 0.12482565997972468 0.10158982818159398 0.9337315619284196 0.3197552684153532 -0.928220998709067 0.09343707988320879 4.015382599873578
30 1280 720 1034.564558044632 1033.8639191491955 655.8471723964383 326.99014423672696 -0.41366704317712194 0.15658742941792653 -0.0011927702151898858 0.0009815190876320888 cam29 0.30429218301634775 -0.10070661517756896 0.9286643756409256 -0.18667330401016757 -0.5126059698327806 0.1466831428440833 3.0202962180325645
31 1280 720 1060.5115362805977 1060.5359925817552 660.4040053533982 325.3738771489983 -0.4348795220520184 0.2194024806253948 0.001648292219134012 -0.0001461758904146992 cam30 0.5266859972697793 -0.13316145675432584 0.8306776124332426 -0.12183838031265704 -0.25421294198033095 -0.10371530483821277 3.497582145652388
32 1280 720 1081.0127958982648 1077.5358803185143 659.1699427780214 368.727050491843 -0.44514852891917145 0.22871859891509014 0.0023062048159239574 -0.0009569855708486578 cam31 0.09174475325024128 -0.03528190243548759 0.9792144702878631 -0.17741789309549544 -0.8963723416625651 0.3363469366465767 3.797729365439265
33 1280 720 1056.350968813177 1057.7292390694465 639.8798367412878 352.5572892193362 -0.41331336135818203 0.1721711241255882 0.00029156132696310315 0.0020931326560419726 cam32 0.003509788570432874 -0.016793378946458704 0.9872944272422872 0.15797271202355018 -0.13481844465162887 -0.4263563997983165 3.4312975633694722
34 1280 720 1123.7306632332757 1125.414800717426 603.3662570152176 383.17943001808396 -0.45981525620661995 0.20204552077400809 -0.005161190853322408 0.007519053105286048 cam33 0.31097036870828443 0.004056364677250008 0.9397429821351984 0.14200036344560243 -0.3052954068785907 -0.23366491437628176 2.9961897007236615
35 1280 720 1050.6244797515392 1055.5569584289824 652.2421023385061 368.645151581142 -0.41707811358014163 0.18097084302487393 0.00022457454834631468 -0.0024407954760970745 cam34 0.5801281894639432 0.0321850348683625 0.807016845459206 0.10554249601407811 -0.5611108483704328 -0.2271167221186218 3.0217441752637804
36 1280 720 1051.5719080453132 1048.2259640661732 681.2130628446711 341.5306158263271 -0.39075434859255537 0.1284182339563255 -0.0009958794637970317 0.0003192732485471872 cam35 0.26040047186340776 0.107682457564773 0.7819488934758515 0.5560143978153956 -0.47975209932905416 -0.3153145424967084 3.38000508671867
37 1280 720 1055.6741473343511 1054.7160019769856 666.5208894712995 339.7867711391758 -0.407087617741148 0.16144616498948325 -0.000482059407494614 -0.0004717017067849907 cam36 0.5977952283659035 0.2482667398362179 0.658145100435795 0.3845120513149238 -0.3929777095691582 -0.041376821773824735 3.6677317955877213
38 1280 720 1063.6556657124752 1063.0194660550144 618.5344164627429 387.42192211429307 -0.41841536084408465 0.1769183373237763 -0.0016937890927682354 0.0010025569163284206 cam37 0.9214018391559633 0.3815546425231286 0.06547929796472128 0.033869855433752726 0.21696030908259223 -0.013098598061194068 3.5732795381083062
39 1280 720 1047.8090382523797 1047.116941041089 658.7061338229245 341.8559333399463 -0.40430620160503583 0.14149502504049558 0.00043367646633861337 0.0018091971204649492 cam38 0.8051807280257999 0.3904771457945516 0.37946230543252285 0.23498926057124042 -0.028301303191917277 0.4068053190246814 3.106014000114532
40 1280 720 1053.965421869817 1053.033093047951 670.1540773251401 395.6083269895731 -0.41221327203574115 0.17322559929186737 0.0003060331023656145 -1.2032770822784177e-05 cam39 -0.08915639321784916 0.005260846876302291 0.8578960145741169 0.5060018668111562 -0.028387313851362617 -0.5660231535193223 4.029901059252229
41 1280 720 1064.7018093067757 1064.1788393251554 666.3280990147455 357.8778210403435 -0.39826550452590087 0.129349400416877 -0.0010941541666538463 -0.0005676983703439551 cam40 0.7594656592487099 0.32302193966227327 -0.5083501744462487 -0.245863456128018 0.7134935369481026 -0.20746177383168116 3.921073088453955
42 1280 720 1066.9870373216834 1067.086724173576 675.9578621646896 356.0776143466002 -0.42406118691221806 0.17914353930877516 -0.002008923789398172 0.002476841106845288 cam41 0.828739561715153 0.41675434815864365 -0.32157225083207974 -0.1899943147408112 0.014613250616634255 -0.1120018405600474 3.3861621174193433
43 1280 720 1020.8979106222341 1021.8144355067196 661.0869983070975 368.94078272765904 -0.401178977034325 0.15856556271023703 -0.0019911079512716424 0.00246405017420963 cam42 -0.33582444572529047 -0.2804204868296479 0.578824251111393 0.6881488055245463 0.20999926162847754 -0.5448171700956126 2.6424276529315334
44 1280 720 1063.4868602923166 1065.0679523572635 626.8391440399656 384.78462022140684 -0.42050958006328376 0.20702161846534106 0.002710202035979381 0.000494015388093427 cam43 -0.4107110200818818 -0.1877251738205199 0.7390672395669577 0.49985531156148866 0.15182421867958934 -0.4554987298602134 3.5927650853640563
45 1280 720 1073.4733315796684 1072.0829295899698 659.7747717474098 309.81613837222153 -0.44124651650765884 0.2103858352376326 0.001055853151497986 0.00042949163170042396 cam44 0.8175742918117719 -0.4940829905568674 -0.27434252861564645 0.1104103835861257 0.4114003871522931 -0.033530142241457006 2.7839412461245594
46 1280 720 1062.8501248387697 1061.9602873880856 639.8281268573166 312.4287372541451 -0.4030624516834773 0.14598144210379574 0.0028593633801890905 0.002912657640015714 cam45 0.8544193317926643 -0.5067755220655232 0.11001664593436838 -0.03228797472040338 0.35323340139445286 0.4382494854645496 3.089409662824901
47 1280 720 1088.5356323285032 1090.3538326918786 616.18150368839 318.58185685923394 -0.4372102978718888 0.23630407355961977 -0.00024009425660522128 0.0040349101642417 cam46 0.7665428851193657 -0.4599572163328813 0.4235956967504712 -0.14634906938777886 -0.05681257626875768 -0.2810473451301036 2.576241381232405
48 1280 720 1057.5680905008642 1060.0266218841523 636.5286680975527 309.21143036528423 -0.41254963579328735 0.16263672099516194 0.0014122559403312955 0.0017418299807192418 cam47 0.5639450171145276 -0.3317877165186851 0.7069412868398353 -0.2685459845170837 -0.41061672269857474 0.549977429867973 3.135037988842556
49 1280 720 1079.7793965087278 1082.6984648166074 642.0290411295806 323.90397051176956 -0.39315368840323567 0.1330985736095896 0.0021329956224358103 -0.002114607559425875 cam48 0.6320961101028275 -0.4017188509593432 -0.6088705207957807 0.2614443751214663 0.19614583966389923 1.056294784599258 3.4174031535307345
50 1280 720 1066.4491172873818 1068.9889377569039 663.688875455034 302.2020935508658 -0.39882952500100244 0.14769598526124086 6.58394584678508e-05 0.0011002078860057715 cam49 -0.07926301392172704 0.08300552613487142 0.9207254707573612 -0.37295048565962885 -0.15672364604993058 1.0405415008363021 3.5637592349493614
51 1280 720 1042.0521942196553 1040.6638564484763 676.512295426901 303.4222374749273 -0.4066485851936306 0.14063836803447138 0.0037302925372610838 0.0004682631483070848 cam50 0.2840563275899075 -0.1452609880188507 0.871458865253207 -0.37251938780084365 -0.5615264473196835 0.27128452362651945 2.700543322351259
52 1280 720 1068.0529083924769 1069.161461411377 656.3096228964363 341.1271997103852 -0.42848333269464967 0.19655141887042935 -0.0012753615981465456 0.0026155253962118256 cam51 0.596756529517953 -0.660592963654094 0.3333990651066214 -0.3103927258078387 -0.24455117822949535 -0.45190331411668316 2.1842626277029646
53 1280 720 1097.0092566651504 1097.8968531852884 691.1372358242452 329.57503280594045 -0.43239520595831793 0.21249618507881526 -7.350970827987845e-05 -0.0009076787736164341 cam52 -0.37127725620127044 0.24361548681058848 0.8226315344646026 -0.3550803460037033 0.011561869008115186 0.5297541524326885 3.159006379691276
